School,G,W,L,W-L%,SRS,SOS,ConfW,ConfL,HomeW,HomeL,AwayW,AwayL,Tm.,Opp.,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,AdjEM,AdjO,AdjD,AdjT,Luck,SOS AdjEM,OppO,OppD,NCSOS AdjEM
Appalachian State,31,9,22,.290,-7.91,-1.10,7,13,6,7,2,12,2187,2398,1240,719,1795,.401,256,720,.356,493,701,.703,393,1142,357,127,103,462,666,70.8,99.6,.391,.401,.514,49.7,49.7,5.8,7.5,.472,17.8,32.9,.275,-8.17,102.7,110.9,70.3,-.015,-0.42,104.0,104.4,+1.80
Arizona,34,25,9,.735,18.79,7.23,12,6,17,1,5,5,2735,2342,1390,946,1970,.480,221,580,.381,622,863,.721,394,1368,485,164,161,442,621,69.8,112.8,.438,.294,.575,56.5,51.3,6.8,11.3,.536,15.7,34.9,.316,+20.97,116.8,95.8,68.3,-.038,+6.66,107.9,101.3,-3.66
Arizona State,32,15,17,.469,8.28,8.96,5,13,11,6,3,9,2345,2367,1290,796,1919,.415,254,757,.336,499,726,.687,394,1177,405,170,86,384,649,69.8,104.2,.378,.394,.518,50.4,50.9,7.6,7.3,.481,14.5,31.5,.260,+8.38,109.6,101.2,67.9,-.015,+9.11,109.9,100.8,+4.11
Arkansas,32,16,16,.500,10.23,6.76,9,9,13,4,3,8,2501,2390,1305,883,1992,.443,216,544,.397,519,748,.694,374,1187,518,233,165,357,687,71.3,107.5,.376,.273,.533,50.0,58.7,10.0,13.8,.497,13.2,30.9,.261,+10.45,110.7,100.3,69.7,-.080,+6.40,108.6,102.2,-0.79
Arkansas State,31,11,20,.355,-7.48,-2.37,7,13,9,6,2,14,2282,2353,1260,770,1873,.411,180,570,.316,562,766,.734,334,1243,381,157,136,398,613,73.0,99.3,.409,.304,.510,49.7,49.5,6.8,10.9,.459,15.1,28.1,.300,-7.51,100.3,107.8,72.0,-.011,-1.60,103.1,104.7,-1.88
Arkansas-Pine Bluff,33,8,25,.242,-19.31,-5.52,6,12,3,6,4,17,1867,2322,1325,674,1722,.391,202,666,.303,317,519,.611,322,1004,317,235,123,516,723,65.3,86.3,.301,.387,.474,44.6,47.0,10.9,10.8,.450,20.8,27.7,.184,-20.69,89.0,109.7,64.1,+.050,-3.91,102.1,106.0,+10.98
Army,33,19,14,.576,-7.32,-8.13,9,9,7,8,11,6,2539,2474,1350,895,2084,.429,294,877,.335,455,656,.694,408,1338,501,163,123,448,628,72.2,104.2,.315,.421,.530,52.1,56.0,6.7,8.3,.500,15.8,31.5,.218,-7.57,99.5,107.0,72.2,+.040,-8.64,100.4,109.1,-7.62
Auburn,31,11,20,.355,0.15,7.54,5,13,8,7,2,11,2192,2421,1245,724,1820,.398,272,799,.340,472,746,.633,346,1134,352,166,126,428,658,72.5,97.1,.410,.439,.504,47.2,48.6,7.4,10.4,.473,16.4,27.9,.259,-2.56,101.7,104.2,71.8,+.049,+7.92,108.7,100.8,+2.09
Austin Peay,36,18,18,.500,-6.04,-2.98,7,9,7,7,7,9,2740,2765,1460,945,2049,.461,223,645,.346,627,936,.670,422,1326,479,250,101,502,633,70.5,106.4,.457,.315,.549,51.8,50.7,9.7,7.7,.516,16.8,33.0,.306,-5.10,104.5,109.6,69.5,+.061,-2.92,105.1,108.0,-0.19
Ball State,35,21,14,.600,0.11,-2.98,10,8,13,6,6,8,2479,2338,1430,855,1919,.446,305,818,.373,464,670,.693,330,1275,512,191,126,465,665,66.2,104.8,.349,.426,.554,51.7,59.9,8.1,10.0,.525,17.2,27.9,.242,+0.84,103.5,102.6,65.3,-.017,-3.75,102.9,106.7,-9.95
Baylor,34,22,12,.647,16.13,9.76,10,8,15,5,6,5,2621,2366,1375,933,2003,.466,210,572,.367,545,752,.725,467,1267,603,269,135,432,660,67.6,112.8,.375,.286,.555,55.6,64.6,11.6,11.2,.518,15.5,40.1,.272,+19.06,118.9,99.8,66.6,-.012,+11.21,109.7,98.4,-3.12
Belmont,32,20,12,.625,1.19,-2.10,12,4,11,1,8,10,2638,2510,1285,914,1849,.494,338,931,.363,472,650,.726,271,1105,544,145,81,450,639,72.8,112.8,.352,.504,.611,49.3,59.5,6.2,6.3,.586,17.3,26.1,.255,+3.51,114.0,110.5,71.6,-.009,-1.57,103.9,105.5,+3.98
Bethune-Cookman,32,14,18,.438,-14.35,-9.18,10,6,9,2,5,13,2258,2330,1295,799,1932,.414,249,787,.316,411,597,.688,407,1186,371,197,191,415,601,68.2,102.3,.309,.407,.510,48.5,46.4,8.9,15.3,.478,15.8,32.9,.213,-13.96,97.9,111.9,66.5,+.010,-9.08,99.9,109.0,+1.46
Binghamton,30,8,22,.267,-14.08,-6.35,5,11,5,9,3,13,1827,2059,1205,629,1614,.390,171,599,.285,398,584,.682,273,1023,333,161,68,419,558,67.4,90.0,.362,.371,.483,48.0,52.9,7.9,6.4,.443,18.1,25.2,.247,-16.16,88.2,104.4,65.2,-.021,-6.84,102.4,109.3,-5.06
Boise State,32,20,12,.625,7.23,3.13,11,7,14,2,5,7,2480,2246,1290,842,1859,.453,261,788,.331,535,755,.709,315,1110,430,209,64,372,622,70.5,109.1,.406,.424,.559,51.3,51.1,9.2,5.8,.523,14.4,28.5,.288,+8.61,109.5,100.9,69.2,-.050,+2.63,105.8,103.2,+3.81
Boston College,32,7,25,.219,-1.61,7.67,0,18,6,11,0,10,1959,2256,1285,717,1752,.409,230,708,.325,295,453,.651,243,993,410,181,93,431,576,67.0,91.0,.259,.404,.498,45.8,57.2,8.4,8.1,.475,18.0,21.8,.168,-5.56,95.3,100.8,66.7,-.058,+8.89,110.3,101.4,-7.93
Boston University,34,19,15,.559,-6.79,-6.37,11,7,9,6,10,9,2483,2464,1375,859,1893,.454,272,748,.364,493,688,.717,311,1216,456,204,129,468,641,69.4,104.1,.363,.395,.559,50.7,53.1,8.6,10.2,.526,17.4,27.1,.260,-5.88,102.8,108.7,69.7,+.051,-6.41,100.9,107.3,-2.74
Bowling Green State,34,16,18,.471,-5.88,-1.85,5,13,7,8,7,8,2400,2457,1360,849,1913,.444,203,563,.361,499,761,.656,345,1238,398,209,113,430,655,69.4,101.8,.398,.294,.528,50.6,46.9,8.9,9.2,.497,15.9,28.7,.261,-5.78,100.9,106.7,68.3,+.037,-1.50,104.7,106.2,-6.54
Bradley,32,5,27,.156,-10.91,3.70,3,15,4,11,1,12,1793,2238,1290,606,1596,.380,165,590,.280,416,628,.662,276,1083,292,142,87,548,744,67.3,82.7,.393,.370,.473,49.1,48.2,6.5,7.7,.431,22.4,24.9,.261,-16.03,86.6,102.6,67.0,+.017,+3.37,105.1,101.7,+4.52
Brigham Young,37,26,11,.703,12.36,2.36,13,5,17,2,6,6,3093,2692,1485,1096,2369,.463,330,863,.382,571,827,.690,441,1514,611,256,161,434,690,74.0,112.6,.349,.364,.560,53.0,55.7,9.3,11.5,.532,13.6,31.0,.241,+13.89,113.1,99.2,73.7,-.050,+1.32,106.2,104.9,+1.46
Brown,28,8,20,.286,-8.05,-2.82,3,11,7,6,1,13,2040,2155,1140,697,1625,.429,225,639,.352,421,600,.702,272,1019,414,150,114,376,543,70.5,101.5,.369,.393,.534,48.3,59.4,7.5,10.2,.498,16.4,26.5,.259,-9.26,102.4,111.6,70.4,-.056,-3.02,102.8,105.8,-7.09
Bryant,31,8,23,.258,-18.58,-6.71,5,13,4,10,4,13,2018,2361,1250,755,1798,.420,198,615,.322,310,482,.643,300,1048,415,176,83,420,591,68.4,94.4,.268,.342,.498,46.3,55.0,8.2,7.4,.475,17.2,26.3,.172,-21.70,93.2,114.9,67.4,+.023,-7.22,100.3,107.5,+4.30
Bucknell,31,17,14,.548,-2.09,-5.89,14,4,8,7,9,7,2448,2288,1265,831,1788,.465,233,639,.365,553,774,.714,317,1137,489,204,100,423,657,71.5,108.2,.433,.357,.568,51.6,58.8,9.0,8.5,.530,16.4,29.8,.309,-0.89,105.6,106.5,71.2,-.067,-5.91,101.5,107.4,+0.53
Buffalo,35,20,15,.571,1.34,0.90,10,8,10,5,5,9,2709,2634,1410,915,2096,.437,263,776,.339,616,867,.710,425,1363,441,240,124,475,748,72.6,105.9,.414,.370,.540,51.7,48.2,9.4,9.2,.499,15.9,32.2,.294,+2.95,105.9,102.9,72.1,+.044,+0.97,106.5,105.6,+2.00
Butler,33,22,11,.667,16.46,7.55,10,8,13,3,5,5,2638,2344,1325,918,1969,.466,236,601,.393,566,774,.731,366,1188,468,227,107,335,646,69.8,114.1,.393,.305,.564,52.3,51.0,9.8,8.9,.526,12.5,32.1,.287,+17.27,118.0,100.7,67.9,-.009,+8.10,108.5,100.4,-4.10
Cal Poly,30,10,20,.333,-3.49,0.90,4,12,5,7,3,12,2171,2255,1220,755,1812,.417,238,681,.349,423,626,.676,351,1095,425,163,96,308,602,67.8,104.9,.345,.376,.515,49.8,56.3,7.9,8.2,.482,12.7,30.1,.233,-3.65,107.6,111.3,66.2,-.062,+2.41,105.3,102.9,+5.29
Cal State Bakersfield,33,24,9,.727,2.58,-5.15,11,3,14,1,7,7,2405,2104,1330,875,1939,.451,179,524,.342,476,726,.656,414,1263,516,263,165,405,707,68.4,105.8,.374,.270,.527,52.8,59.0,11.6,14.2,.497,15.1,34.6,.245,+6.26,104.0,97.8,67.6,-.003,-6.50,100.6,107.1,-2.99
Cal State Fullerton,30,10,20,.333,-7.12,-0.76,3,13,5,8,5,9,2104,2227,1205,698,1703,.410,193,582,.332,515,743,.693,335,1116,304,147,48,393,610,70.0,99.8,.436,.342,.512,50.5,43.6,7.0,4.5,.467,16.0,29.8,.302,-8.82,101.7,110.5,68.6,+.011,-0.12,103.6,103.8,-2.82
Cal State Northridge,30,10,20,.333,-6.85,-0.85,5,11,5,7,4,12,2143,2261,1225,745,1723,.432,126,425,.296,527,735,.717,303,1086,423,203,96,420,604,71.4,98.1,.427,.247,.517,48.6,56.8,9.3,7.9,.469,16.9,27.4,.306,-6.52,100.9,107.4,70.4,-.013,+0.24,104.1,103.9,-0.31
Campbell,30,12,18,.400,-11.07,-6.67,5,13,7,9,5,8,2207,2203,1205,744,1671,.445,224,675,.332,495,690,.717,242,967,345,214,72,353,582,70.0,104.7,.413,.404,.552,46.6,46.4,10.2,6.2,.512,15.0,23.3,.296,-12.82,100.2,113.0,68.1,-.030,-7.62,100.6,108.2,-9.21
Canisius,33,14,19,.424,-5.62,-3.77,8,12,7,7,4,11,2526,2587,1355,845,2014,.420,285,836,.341,551,744,.741,393,1116,466,199,88,370,640,68.9,108.3,.369,.415,.533,47.6,55.1,8.5,7.6,.490,13.5,31.0,.274,-6.29,108.1,114.4,67.5,-.013,-3.70,102.1,105.8,-1.54
Central Arkansas,28,7,21,.250,-15.17,-6.81,6,12,4,6,2,14,2110,2344,1120,734,1656,.443,185,497,.372,457,694,.659,331,1044,370,152,104,407,575,73.7,102.2,.419,.300,.531,50.4,50.4,7.4,9.4,.499,17.0,31.3,.276,-15.98,100.9,116.9,71.8,-.068,-7.46,101.0,108.5,+4.97
Central Connecticut State,29,4,25,.138,-22.35,-9.24,3,15,3,11,1,14,1888,2268,1175,682,1704,.400,164,480,.342,360,530,.679,335,1046,341,127,107,402,505,68.9,93.3,.311,.282,.483,48.8,50.0,6.3,9.0,.448,17.1,29.9,.211,-26.79,92.5,119.3,67.0,-.005,-10.55,98.2,108.7,-6.75
Central Florida,30,12,18,.400,0.18,3.01,6,12,8,8,4,9,2062,2147,1210,715,1663,.430,207,650,.318,425,619,.687,329,1166,379,137,139,440,467,68.3,99.8,.372,.391,.527,51.7,53.0,6.6,11.1,.492,18.4,31.3,.256,-1.89,102.1,104.0,67.9,-.019,+1.92,105.1,103.2,-5.52
Central Michigan,33,17,16,.515,-0.67,-1.30,10,8,13,4,4,8,2495,2401,1325,867,1964,.441,324,917,.353,437,608,.719,325,1152,441,155,90,303,608,67.4,111.8,.310,.467,.554,48.3,50.9,6.9,7.1,.524,11.9,27.3,.223,+0.51,110.5,110.0,66.7,-.062,-1.25,104.6,105.8,-2.18
Charleston Southern,30,9,21,.300,-10.92,-2.59,5,13,6,8,3,12,2146,2253,1210,774,1808,.428,280,810,.346,318,512,.621,308,1053,379,153,63,378,576,70.0,101.4,.283,.448,.523,48.9,49.0,7.2,6.0,.506,15.6,27.0,.176,-12.94,99.2,112.1,68.2,-.008,-2.15,103.8,105.9,+10.33
Charlotte,33,14,19,.424,-3.14,-1.72,9,9,8,7,5,8,2584,2631,1340,920,2066,.445,266,696,.382,478,685,.698,374,1196,481,204,73,396,588,72.1,107.0,.332,.337,.540,49.9,52.3,8.5,5.5,.510,14.2,29.7,.231,-2.84,105.8,108.7,70.3,-.040,-2.73,105.2,107.9,+0.29
Chattanooga,35,29,6,.829,3.24,-3.46,15,3,13,1,10,4,2652,2364,1410,897,1963,.457,262,729,.359,596,811,.735,381,1241,504,272,165,437,596,68.1,110.5,.413,.371,.565,52.3,56.2,11.3,13.1,.524,15.7,32.6,.304,+6.50,107.5,101.0,66.3,+.132,-3.18,104.4,107.6,-0.04
Chicago State,32,4,28,.125,-17.52,-1.38,0,14,4,9,0,15,2140,2478,1280,764,1995,.383,228,750,.304,384,573,.670,414,1172,375,246,98,458,697,72.0,92.8,.287,.376,.472,47.7,49.1,10.7,9.3,.440,16.8,31.0,.192,-22.21,91.8,114.0,69.0,-.051,-0.39,103.9,104.3,+4.42
Cincinnati,33,22,11,.667,15.19,5.25,12,6,14,3,6,6,2418,2090,1355,851,1980,.430,252,725,.348,464,658,.705,441,1291,508,257,192,363,513,65.5,108.9,.332,.366,.527,53.2,59.7,11.6,15.5,.493,13.7,36.6,.234,+17.06,111.2,94.1,64.0,-.067,+5.20,107.3,102.1,-1.21
Citadel,32,10,22,.313,-15.95,-4.75,3,15,6,8,3,13,2753,2962,1285,938,2242,.418,363,1121,.324,514,704,.730,404,1148,489,281,99,441,770,81.2,105.6,.314,.500,.534,44.4,52.1,10.8,7.0,.499,14.6,28.2,.229,-14.51,103.1,117.6,80.0,+.008,-4.05,103.4,107.5,-5.45
Clemson,31,17,14,.548,12.03,6.87,10,8,13,4,3,8,2159,1999,1250,753,1725,.437,238,678,.351,415,574,.723,320,1076,411,179,162,315,511,63.7,108.4,.333,.393,.540,50.4,54.6,9.0,14.2,.506,13.6,30.4,.241,+14.38,113.3,98.9,63.7,-.095,+6.74,108.7,102.0,-7.97
Cleveland State,32,9,23,.281,-9.17,0.09,4,14,5,9,3,10,1947,2169,1285,704,1746,.403,174,537,.324,365,538,.678,338,1061,327,196,87,459,670,65.9,91.9,.308,.308,.486,48.6,46.4,9.3,8.1,.453,18.7,30.1,.209,-11.89,91.6,103.5,63.8,+.020,+0.85,106.2,105.4,+3.12
Coastal Carolina,33,21,12,.636,-1.85,-4.22,12,6,14,4,7,5,2410,2196,1325,854,1909,.447,244,716,.341,458,689,.665,377,1299,396,195,113,406,568,68.3,106.6,.361,.375,.539,52.4,46.4,8.6,9.7,.511,15.4,31.6,.240,-1.09,101.7,102.8,66.7,+.016,-4.79,102.2,107.0,+2.69
Colgate,30,13,17,.433,-8.61,-6.06,9,9,8,4,5,13,2093,2145,1220,747,1673,.447,267,718,.372,332,488,.680,280,951,398,184,72,365,583,65.4,104.9,.292,.429,.549,47.7,53.3,9.2,7.2,.526,16.1,27.4,.198,-7.71,104.0,111.7,64.9,-.018,-5.57,101.2,106.8,+1.23
College of Charleston,31,17,14,.548,2.37,0.04,8,10,10,5,6,8,2028,1921,1250,722,1718,.420,206,595,.346,378,567,.667,335,1090,361,222,75,393,620,65.2,99.6,.330,.346,.510,50.8,50.0,10.9,7.4,.480,16.5,30.0,.220,+4.16,98.6,94.4,63.8,-.058,+0.33,106.2,105.9,-2.63
Colorado,34,22,12,.647,12.04,7.64,10,8,16,1,4,7,2576,2407,1370,865,2029,.426,252,647,.389,594,808,.735,446,1434,461,177,167,454,638,70.8,106.3,.398,.319,.534,55.7,53.3,7.3,11.6,.488,15.8,35.3,.293,+12.91,108.8,95.9,69.0,+.015,+7.51,109.5,102.0,-2.15
Colorado State,34,18,16,.529,2.31,1.53,8,10,12,5,3,8,2700,2626,1400,878,2067,.425,326,896,.364,618,861,.718,441,1359,455,131,77,395,657,69.3,111.3,.417,.433,.545,53.6,51.8,5.4,6.2,.504,13.8,33.6,.299,+2.17,112.3,110.2,68.1,-.031,+0.65,104.8,104.1,-2.91
Columbia,35,25,10,.714,3.45,-2.55,10,4,18,4,7,6,2670,2399,1415,899,1986,.453,336,893,.376,536,745,.719,366,1240,518,220,121,379,649,66.7,113.1,.375,.450,.571,51.8,57.6,9.3,10.3,.537,13.9,30.2,.270,+5.67,112.4,106.7,65.1,-.001,-4.07,102.3,106.4,-4.95
Connecticut,36,25,11,.694,15.89,6.28,11,7,14,3,6,4,2631,2285,1460,944,2078,.454,255,699,.365,488,615,.793,335,1300,489,210,182,385,657,66.2,108.9,.296,.336,.555,51.1,51.8,8.7,14.0,.516,14.0,28.3,.235,+18.71,111.9,93.2,65.9,-.036,+6.17,107.6,101.4,-0.91
Coppin State,31,9,22,.290,-15.75,-6.06,6,10,5,7,3,14,2240,2497,1280,741,1933,.383,238,715,.333,520,737,.706,405,1144,348,174,91,408,666,71.4,98.1,.381,.370,.491,47.1,47.0,7.6,7.2,.445,15.2,31.4,.269,-17.19,95.9,113.1,69.9,-.041,-6.94,101.1,108.0,+11.26
Cornell,28,10,18,.357,-9.55,-1.04,3,11,5,8,5,10,1992,2193,1130,703,1674,.420,233,682,.342,353,542,.651,244,910,302,217,107,372,563,72.7,97.0,.324,.407,.516,43.2,43.0,10.6,9.6,.490,16.1,22.8,.211,-10.34,98.2,108.5,72.7,+.046,-0.53,104.6,105.2,-1.41
Creighton,35,20,15,.571,13.69,6.44,9,9,14,5,4,9,2787,2533,1400,979,2081,.470,283,804,.352,546,780,.700,334,1299,537,211,108,406,661,72.1,110.5,.375,.386,.568,51.4,54.9,8.4,7.8,.538,14.2,27.3,.262,+15.82,113.4,97.6,70.2,-.095,+6.22,107.8,101.6,-4.84
Dartmouth,28,10,18,.357,-5.58,-3.29,4,10,8,6,2,12,1992,1989,1130,700,1606,.436,156,458,.341,436,603,.723,335,1005,367,192,48,401,569,69.1,102.0,.375,.285,.526,51.8,52.4,9.8,5.4,.484,17.5,33.6,.271,-5.99,99.5,105.5,67.5,-.099,-3.52,103.6,107.1,-7.09
Davidson,33,20,13,.606,5.74,5.14,10,8,15,1,3,10,2608,2576,1325,894,2022,.442,317,892,.355,503,661,.761,312,1154,497,154,102,335,567,71.2,110.6,.327,.441,.558,47.1,55.6,6.5,7.7,.521,12.5,25.3,.249,+6.73,114.3,107.6,70.2,+.078,+4.81,107.7,102.9,+2.02
Dayton,33,25,8,.758,11.34,4.76,14,4,14,3,8,2,2393,2176,1335,836,1836,.455,221,643,.344,500,749,.668,327,1265,480,196,145,427,626,68.6,104.5,.408,.350,.546,53.2,57.4,8.6,12.2,.516,16.3,28.7,.272,+12.63,106.6,94.0,67.8,+.082,+3.89,107.3,103.4,+2.58
DePaul,31,9,22,.290,0.83,8.34,3,15,5,9,3,10,2092,2325,1245,752,1691,.445,168,490,.343,420,618,.680,317,1059,366,150,95,458,687,68.4,98.2,.365,.290,.527,50.6,48.7,7.0,9.2,.494,18.8,30.7,.248,-1.69,104.5,106.2,66.9,+.004,+9.38,109.4,100.0,+1.02
Delaware,30,7,23,.233,-8.62,0.85,2,16,5,7,2,15,1986,2270,1205,669,1663,.402,168,517,.325,480,701,.685,331,1132,319,108,87,360,535,67.4,97.8,.422,.311,.498,50.7,47.7,5.3,9.2,.453,15.3,29.6,.289,-10.22,101.5,111.7,67.4,-.004,+2.22,105.3,103.1,-0.89
Delaware State,32,7,25,.219,-20.88,-6.85,5,11,6,7,1,17,1980,2336,1290,710,1815,.391,230,698,.330,330,536,.616,340,1064,367,173,93,446,635,67.3,91.3,.295,.385,.478,44.8,51.7,8.0,8.8,.455,17.7,28.0,.182,-24.71,88.5,113.3,66.2,-.005,-7.32,100.4,107.8,+5.28
Denver,31,16,15,.516,-3.34,-3.24,7,9,8,7,6,6,2021,2024,1240,689,1449,.476,235,613,.383,408,530,.770,168,781,443,198,71,404,593,62.7,104.0,.366,.423,.594,45.2,64.3,10.2,7.4,.557,19.2,20.1,.282,-2.92,102.9,105.9,60.8,+.029,-3.33,104.3,107.6,-8.30
Detroit Mercy,31,16,15,.516,-2.44,-0.82,9,9,11,4,4,10,2595,2567,1245,898,1929,.466,244,651,.375,555,795,.698,373,1169,409,213,133,422,706,75.7,110.1,.412,.337,.563,51.4,45.5,9.0,11.2,.529,15.5,32.4,.288,-0.90,110.6,111.5,73.7,+.024,-0.76,104.4,105.1,+3.21
Drake,31,7,24,.226,-5.15,0.92,2,16,5,9,0,12,2093,2230,1255,736,1639,.449,215,559,.385,406,562,.722,253,1043,378,116,65,421,559,66.0,101.1,.343,.341,.549,50.3,51.4,5.6,5.4,.515,18.1,25.6,.248,-8.60,104.1,112.7,65.4,-.101,+0.10,102.4,102.3,-3.02
Drexel,31,6,25,.194,-5.42,1.88,3,15,3,9,2,12,1958,2183,1245,677,1721,.393,170,517,.329,434,634,.685,324,1022,384,141,108,345,676,65.6,95.9,.368,.300,.484,48.0,56.7,6.9,10.0,.443,14.6,28.3,.252,-7.16,99.5,106.7,64.5,-.026,+2.78,106.3,103.5,+1.71
Duke,36,25,11,.694,19.23,10.59,11,7,15,3,5,4,2920,2609,1450,983,2136,.460,328,851,.385,626,866,.723,426,1296,478,226,154,354,603,68.4,117.7,.405,.398,.573,49.5,48.6,9.1,9.8,.537,12.2,33.0,.293,+21.87,121.9,100.0,67.7,-.026,+11.23,112.0,100.7,+3.52
Duquesne,34,17,17,.500,1.41,1.35,6,12,10,6,4,8,2704,2677,1370,950,2056,.462,322,883,.365,482,698,.691,347,1332,531,159,128,473,689,73.6,107.3,.339,.429,.566,51.1,55.9,6.3,9.7,.540,16.5,28.1,.234,+0.72,107.6,106.9,72.9,-.010,+0.59,105.7,105.1,-7.59
East Carolina,32,12,20,.375,-0.38,3.22,4,14,8,8,3,10,2186,2301,1305,761,1790,.425,232,683,.340,432,620,.697,320,1093,486,183,64,424,536,67.0,100.0,.346,.382,.524,48.5,63.9,8.4,5.5,.490,16.9,28.8,.241,-2.70,103.2,105.9,67.2,-.024,+2.89,105.1,102.2,-4.25
East Tennessee State,36,24,12,.667,-1.49,-2.29,14,4,13,2,8,8,2813,2687,1455,984,2135,.461,295,779,.379,550,774,.711,376,1300,447,240,136,462,724,71.0,108.9,.363,.365,.562,49.9,45.4,9.3,10.3,.530,15.6,29.1,.258,+0.88,107.7,106.8,69.7,+.124,-1.48,105.3,106.8,+3.30
Eastern Illinois,30,13,17,.433,-8.35,-3.52,9,7,9,5,4,9,2145,2213,1220,764,1737,.440,232,664,.349,385,587,.656,299,1002,417,177,68,364,583,68.3,103.0,.338,.382,.532,46.3,54.6,8.5,6.3,.507,15.3,27.3,.222,-9.34,100.5,109.8,67.2,+.046,-3.87,103.9,107.8,+0.18
Eastern Kentucky,31,15,16,.484,-3.53,-3.86,6,10,10,6,5,10,2497,2453,1240,864,1760,.491,258,653,.395,511,700,.730,274,1004,495,218,95,457,665,73.4,109.8,.398,.371,.597,47.7,57.3,9.6,8.3,.564,17.9,27.2,.290,-3.58,107.4,111.0,72.1,-.029,-4.72,103.4,108.1,-4.67
Eastern Michigan,33,18,15,.545,-0.14,1.24,9,9,14,3,4,11,2553,2460,1330,875,1961,.446,187,602,.311,616,854,.721,386,1194,379,312,122,425,674,72.5,105.9,.435,.307,.539,48.6,43.3,12.9,10.5,.494,15.2,32.0,.314,+1.27,106.7,105.4,70.3,+.013,+1.54,106.9,105.4,+5.22
